Date,Price,Log Price
2012-01-31,5.53822029573349,0.743370226837256
2012-02-01,6.07523265225015,0.783562913982902
2012-02-02,6.09957291291642,0.785299427132542
2012-02-03,5.95161092752776,0.774634532492341
2012-02-04,5.8954132390415,0.770514252373499
2012-02-05,5.67811571712449,0.754204238981761
2012-02-06,5.48266405844535,0.738991635992334
2012-02-07,5.66202770017534,0.75297198972069
2012-02-08,5.6185281899474,0.74962256419929
2012-02-09,5.83569985417884,0.766092946856437
2012-02-10,5.93783415546464,0.773628063524022
2012-02-11,5.61213285330216,0.749127943320881
2012-02-12,5.51909716949152,0.741868040342213
2012-02-13,5.34835455932203,0.728220190297676
2012-02-14,4.48365409175921,0.651632099945472
2012-02-15,4.3255203220339,0.636038356747957
2012-02-16,4.25523904500292,0.62892396230771
2012-02-17,4.39153837288136,0.642616681932237
2012-02-18,4.27008127761543,0.630436141555221
2012-02-19,4.38955145821157,0.642420144575616
2012-02-20,4.36513593892461,0.639997773037133
2012-02-21,4.31511560198714,0.634992434960291
2012-02-22,4.41931028755114,0.645354495212535
2012-02-23,5.03951511805961,0.702388752381752
2012-02-24,5.02560875891292,0.701188675967879
2012-02-25,4.77256738106371,0.678752068656606
2012-02-26,4.9264208515488,0.692531509756065
2012-02-27,4.95251575628287,0.694825865907873
2012-02-28,4.85725777556984,0.686391152173238
2012-02-29,4.87274875569842,0.68777401925596
2012-03-01,4.92207212361192,0.692147973173607
2012-03-02,4.71482358708358,0.673465447531574
2012-03-03,4.62819325248393,0.665411484837863
2012-03-04,4.83414448158971,0.684319626340446
2012-03-05,4.98239290385739,0.697437972347208
2012-03-06,4.98784135242548,0.697912631482144
2012-03-07,4.94911288457043,0.694527359769313
2012-03-08,4.93497949503214,0.693285352504563
2012-03-09,4.87229784745763,0.687733829204761
2012-03-10,4.84142380479252,0.684973101237601
2012-03-11,4.89202875160724,0.68948900082289
2012-03-12,4.91083937931035,0.69115572972925
2012-03-13,5.29088027878434,0.723527934495281
2012-03-14,5.39054329222677,0.731632538271258
2012-03-15,5.34082089888954,0.727608014417713
2012-03-16,5.33957479135009,0.72750667404674
2012-03-17,5.23600355406195,0.718999932666527
2012-03-18,5.27014898538866,0.721822892749093
2012-03-19,4.67867255289305,0.670122651208865
2012-03-20,4.83083021624781,0.684021774095413
2012-03-21,4.81722952483928,0.682797339483705
2012-03-22,4.72960850496785,0.674825193344817
2012-03-23,4.69164317650497,0.671324974379606
2012-03-24,4.65198626592636,0.667638423889343
2012-03-25,4.55227026241964,0.658228037656191
2012-03-26,4.63272235973115,0.665836273600572
2012-03-27,4.81134073524255,0.682266114374111
2012-03-28,4.79058939158387,0.680388948438739
2012-03-29,4.79406657218001,0.680704060513172
2012-03-30,4.86140935651666,0.686762192518904
2012-03-31,4.88977687317358,0.689289042158315
2012-04-01,4.79332567738165,0.680636937667905
2012-04-02,4.98304547866745,0.697494850856424
2012-04-03,4.95623319286967,0.695151731923957
2012-04-04,4.91784217767387,0.69177458734187
2012-04-05,4.92084924488603,0.692040060194209
2012-04-06,4.94910743220339,0.694526881313016
2012-04-07,4.70971191028638,0.672994342458098
2012-04-08,4.77881884921099,0.679320568022538
2012-04-09,4.85254738106371,0.685969784603225
2012-04-10,4.84141759380479,0.684972544087569
2012-04-11,4.91525071712449,0.69154567522749
2012-04-12,4.90115814728229,0.690298716261643
2012-04-13,4.93440673348919,0.693234944673301
2012-04-14,4.95636466101695,0.695163251788226
2012-04-15,4.9616003383986,0.695621778513664
2012-04-16,4.95076456925774,0.69467227419993
2012-04-17,4.9687445075979,0.696246665935893
2012-04-18,5.12437744301578,0.709641110803701
2012-04-19,5.13090651139684,0.710194101586906
2012-04-20,5.36651596814728,0.729692425948029
2012-04-21,5.28255033898305,0.722843644264512
2012-04-22,5.19560899473992,0.715636459988283
2012-04-23,5.11088819170076,0.708496380219858
2012-04-24,5.08786726241964,0.706535772461375
2012-04-25,5.14881624547048,0.711707392700759
2012-04-26,5.09741928579778,0.707350357743918
2012-04-27,5.09588733985973,0.70721981802861
2012-04-28,4.9707366528346,0.696420755041968
2012-04-29,4.90260617767387,0.690427008128404
2012-04-30,4.9421168100526,0.693913006011782
2012-05-01,4.98713722735243,0.697851318541598
2012-05-02,5.05343735388662,0.703586886237456
2012-05-03,5.11887297895967,0.709174352988157
2012-05-04,5.08550708825248,0.706334263974576
2012-05-05,5.05663956458212,0.703861998384014
2012-05-06,5.0478007729398,0.703102205800198
2012-05-07,5.06755586703682,0.704798545251
2012-05-08,5.02346642285213,0.701003503755144
2012-05-09,5.04130623553478,0.702543079577286
2012-05-10,4.92748871975453,0.692625638744688
2012-05-11,4.96370997749854,0.695806398360207
2012-05-12,4.94653223495032,0.69430084357929
2012-05-13,4.94479505376973,0.694148296163451
2012-05-14,5.01143592197545,0.699962181683659
2012-05-15,5.03364040035067,0.701882186635133
2012-05-16,5.08778450905903,0.706528708672503
2012-05-17,5.08966168644068,0.70668891542221
2012-05-18,5.11830148275862,0.709125863505492
2012-05-19,5.11254581122151,0.70863721255018
2012-05-20,5.09420096843951,0.70707607407139
