Date,Close,Volume
2013-04-29 23:59:59,144.539993286133,0
2013-04-30 23:59:59,139,0
2013-05-01 23:59:59,116.98999786377,0
2013-05-02 23:59:59,105.209999084473,0
2013-05-03 23:59:59,97.75,0
2013-05-04 23:59:59,112.5,0
2013-05-05 23:59:59,115.910003662109,0
2013-05-06 23:59:59,112.300003051758,0
2013-05-07 23:59:59,111.5,0
2013-05-08 23:59:59,113.56600189209,0
2013-05-09 23:59:59,112.669998168945,0
2013-05-10 23:59:59,117.199996948242,0
2013-05-11 23:59:59,115.24299621582,0
2013-05-12 23:59:59,115,0
2013-05-13 23:59:59,117.980003356934,0
2013-05-14 23:59:59,111.5,0
2013-05-15 23:59:59,114.220001220703,0
2013-05-16 23:59:59,118.76000213623,0
2013-05-17 23:59:59,123.014999389648,0
2013-05-18 23:59:59,123.498001098633,0
2013-05-19 23:59:59,121.98999786377,0
2013-05-20 23:59:59,122,0
2013-05-21 23:59:59,122.879997253418,0
2013-05-22 23:59:59,123.888999938965,0
2013-05-23 23:59:59,126.699996948242,0
2013-05-24 23:59:59,133.199996948242,0
2013-05-25 23:59:59,131.979995727539,0
2013-05-26 23:59:59,133.479995727539,0
2013-05-27 23:59:59,129.744995117188,0
2013-05-28 23:59:59,129,0
2013-05-29 23:59:59,132.300003051758,0
2013-05-30 23:59:59,128.79899597168,0
2013-05-31 23:59:59,129,0
2013-06-01 23:59:59,129.300003051758,0
2013-06-02 23:59:59,122.291999816895,0
2013-06-03 23:59:59,122.22200012207,0
2013-06-04 23:59:59,121.419998168945,0
2013-06-05 23:59:59,121.650001525879,0
2013-06-06 23:59:59,118,0
2013-06-07 23:59:59,111.5,0
2013-06-08 23:59:59,108.300003051758,0
2013-06-09 23:59:59,100,0
2013-06-10 23:59:59,106.349998474121,0
2013-06-11 23:59:59,108.900001525879,0
2013-06-12 23:59:59,108.150001525879,0
2013-06-13 23:59:59,104,0
2013-06-14 23:59:59,99.9788970947266,0
2013-06-15 23:59:59,99.9880981445313,0
2013-06-16 23:59:59,99.5100021362305,0
2013-06-17 23:59:59,101.699996948242,0
2013-06-18 23:59:59,107.400001525879,0
2013-06-19 23:59:59,108.25,0
2013-06-20 23:59:59,110.150001525879,0
2013-06-21 23:59:59,109.5,0
2013-06-22 23:59:59,108.300003051758,0
2013-06-23 23:59:59,107.599998474121,0
2013-06-24 23:59:59,102.736999511719,0
2013-06-25 23:59:59,103.949996948242,0
2013-06-26 23:59:59,104,0
2013-06-27 23:59:59,101.436996459961,0
2013-06-28 23:59:59,94.6492004394531,0
2013-06-29 23:59:59,94.9940032958984,0
2013-06-30 23:59:59,96.6139984130859,0
2013-07-01 23:59:59,88.0500030517578,0
2013-07-02 23:59:59,90.1340026855469,0
2013-07-03 23:59:59,77.5299987792969,0
2013-07-04 23:59:59,80.5258026123047,0
2013-07-05 23:59:59,68.4309997558594,0
2013-07-06 23:59:59,70.2772979736328,0
2013-07-07 23:59:59,74.5610961914062,0
2013-07-08 23:59:59,76.515998840332,0
2013-07-09 23:59:59,76.6940002441406,0
2013-07-10 23:59:59,86.7600021362305,0
2013-07-11 23:59:59,88.9800033569336,0
2013-07-12 23:59:59,93.5949020385742,0
2013-07-13 23:59:59,98.133903503418,0
2013-07-14 23:59:59,94.6912994384766,0
2013-07-15 23:59:59,98.4001998901367,0
2013-07-16 23:59:59,97.450798034668,0
2013-07-17 23:59:59,98.5,0
2013-07-18 23:59:59,90.5800018310547,0
2013-07-19 23:59:59,92.1699981689453,0
2013-07-20 23:59:59,89.3900985717773,0
2013-07-21 23:59:59,90.7573013305664,0
2013-07-22 23:59:59,91.6100006103516,0
2013-07-23 23:59:59,95.5585021972656,0
2013-07-24 23:59:59,94.5100021362305,0
2013-07-25 23:59:59,96.9000015258789,0
2013-07-26 23:59:59,96.0202026367188,0
2013-07-27 23:59:59,94.1159973144531,0
2013-07-28 23:59:59,99.7559967041016,0
2013-07-29 23:59:59,101.199996948242,0
2013-07-30 23:59:59,107.98999786377,0
2013-07-31 23:59:59,106.089996337891,0
2013-08-01 23:59:59,104,0
2013-08-02 23:59:59,104.500999450684,0
2013-08-03 23:59:59,104.004997253418,0
2013-08-04 23:59:59,105.143997192383,0
2013-08-05 23:59:59,106.220001220703,0
2013-08-06 23:59:59,106.75,0
2013-08-07 23:59:59,106.75,0
2013-08-08 23:59:59,103,0
2013-08-09 23:59:59,102.800003051758,0
2013-08-10 23:59:59,103,0
2013-08-11 23:59:59,105,0
2013-08-12 23:59:59,106.636001586914,0
2013-08-13 23:59:59,109,0
2013-08-14 23:59:59,112.561996459961,0
2013-08-15 23:59:59,109.98999786377,0
2013-08-16 23:59:59,108.994003295898,0
2013-08-17 23:59:59,113.5,0
2013-08-18 23:59:59,113.5,0
2013-08-19 23:59:59,119,0
2013-08-20 23:59:59,121.205001831055,0
2013-08-21 23:59:59,123.300003051758,0
2013-08-22 23:59:59,121.150001525879,0
2013-08-23 23:59:59,118.500999450684,0
2013-08-24 23:59:59,120.044998168945,0
2013-08-25 23:59:59,122.111000061035,0
2013-08-26 23:59:59,120.055999755859,0
2013-08-27 23:59:59,126.5,0
2013-08-28 23:59:59,122.620002746582,0
2013-08-29 23:59:59,122.389999389648,0
2013-08-30 23:59:59,133.490005493164,0
2013-08-31 23:59:59,135.350006103516,0
2013-09-01 23:59:59,138.339996337891,0
2013-09-02 23:59:59,135.850006103516,0
2013-09-03 23:59:59,136.770004272461,0
2013-09-04 23:59:59,126.73999786377,0
2013-09-05 23:59:59,126.430000305176,0
2013-09-06 23:59:59,119.150001525879,0
2013-09-07 23:59:59,124.150001525879,0
2013-09-08 23:59:59,121.660003662109,0
2013-09-09 23:59:59,127.110000610352,0
2013-09-10 23:59:59,125.910003662109,0
2013-09-11 23:59:59,135.25,0
2013-09-12 23:59:59,133.130004882813,0
